processed_text,score,sentiment
okay na sana kaya lang this past few month double yung kaltas niyo saken iisang email lang nman gamit ko bakit nman ganun netflix sana nman ma check niyo nag message narin ako sa inyo about sa concern ko pero wala nman kayong reply dun nag cancel na ako last,1,insatisfecho
why am i paying for netflix if there are ad one or the other greedy pig,1,negativo
why is this hardwired into my phone stop wasting my storage,1,insatisfecho
television acting up,5,neutral
love my netflix,5,contento
on day4 at minimum without netflix can get on my computer and phone but not on the tv the help i got from customer service didnt help wa told to contact dish,1,positivo
greedy netflix no longer allows the lowest tier of member to cast to their tv someone literally decided to delete a simple code that cost the company nothing to make money and force people to upgrade even free pluto tv allows you to cast it a simple code that cost,1,negativo
you made me pick 3 show fromyour list a opposed to what i want i dont want any of the show i picked,1,neutral
only want the app on my tv vizio,1,positivo
good appp,5,positivo
put far better high end game in your app and offer a separate higher subscription price for a far more premium gaming service then i will change this back to five star,1,positivo
the app doesnt let me turn up the brigtness so i can hardly see what im watching if the room is bright horrible flaw in the app design,2,negativo
ttying to open the app and it crash up every time will not work pn my hiby mp3 mp4 player,1,negativo
just signed up dont have much to say,5,neutral
i need to updated,5,neutral
i enjoy the many option of show series and movie we watch in our pad,5,positivo
great bru idk about why allot of movie are 15 or 18 thoe,4,contento
great but very little cool show,5,contento
very good entertainment,5,contento
bad just bad,1,insatisfecho
the only thing that i dislike about this app is that it not free,1,insatisfecho
very bad experience with payment autopay unnecessarily autopaying but not getting subscription i personaly got very very bad experience with netflix payment method and i have lost almost 2000 rupies due to this annoying autopay,1,enojado
why the price increase but nothing new is being added,1,positivo
definitely a favourite app,5,positivo
