processed_text,score,sentiment
days much lengthy add seem also close add 3 4 timesit affect reducing timer lifealao mute click least 3 times mute icon please look matter,1,positivo
game fun earning money really like sweet,1,contento
iam downloading game myy fav cricket player play game mahi msd,5,contento
one star guys fix x button candy royale game theres way opt mini game go way app get mini game ridiculous still thing put x opt mini game,1,negativo
candy crush saga interesting ibplayed time game bored play game game small mistake game heart time less 2 minutes per heart,5,contento
best game ever really like,5,contento
play game 5 years ago amazing,5,contento
wasnt bad 30 second adverts 60 seconds dont mind much put tabletphone rest eyes period ads repetitious boring one watch also complete screen get gold bars yet another fault,2,negativo
love candy crash really helps calm relax also helps competitive side,5,contento
fun game pass time,5,contento
faithful candy crush enthusiast years 10 plus im severely disappointed game difficult advance several levels without using money point regret spending money app would strongly advise people new app install lot levels require spend money used fun game much anymore seems almost urban myth one time could watch videos extra moves anymore,1,negativo
best game anyone ask,5,contento
hard game extra money,1,negativo
best 100000 level aunty,5,contento
able purchase gold showing network issue,5,neutral
nice n interesting game,4,contento
even uninstalled keep getting candy crush adds brings website forces go website im playing another game exact add pops wont stop taking website infuriating candy crush makers please fix,1,negativo
ye game bohot achi,5,neutral
best game tough level best,5,contento
good game wifi area,5,positivo
thing bugs way pieces bounce prompt move people playing game long enough need prompting,3,positivo
fun im addicted already,4,contento
got worse really make sense play literally limit wins days days time allow win couple wins around 10dys feels targeted pity 1224this app stoppped allowing wins boosterslives sets usme back im rich afford buy boosters,1,contento
like game mths ive playing gold,4,contento
make app chat playing,5,positivo
game super addictive even narcotics might start playing dodge stress know causing stress making want play even really shouldnt making games like,4,positivo
spend saving buy live candies,5,neutral
accha time pass hai,5,neutral
love game frustrating meit keeps stopping mid gamestherefore making lose lives bonuses,2,positivo
fun game get away stress,5,positivo
bad action taken since 4 days cant able play levelsits hanged every time open app playonly classic chocolate box reward come screenafter hangedi cant able return back homescreen vil see till todayif problem sorted outi vil stop playing gamevil uninstall itits irritating frustrating,1,enojado
used reasonably fun several levels impossible game isnt entertaining seriously thinking uninstalling,1,positivo
great timepass need add graphics levels typical graphics,5,contento
freaking love game addicting,5,positivo
fun challenging play love,5,contento
mental health break ptsd veteran,5,neutral
enjoy playing releases stress,5,positivo
wait minute contains ads,3,neutral
everytime get supercharge level app automatically get force close get back game supercharge longer cna use happen time,1,neutral
fun blast playing comes difficult stages thats makes fun,5,contento
game keep closing whenever watch ad think yall dont want us win remove ads,1,insatisfecho
makes feel released stress free,5,positivo
ads coming pls help,5,positivo
entertainingjust enough every level get ol noodle thinking lil,5,neutral
every time theres update lives go missing hate think candy crush people work instead stupid things update app figure life situation grrrrrr really love game though,5,insatisfecho
fun worth watching 3 ads sns 5 extra moves,3,contento
rick james bich favorite,5,positivo
love never get tired game reiterate yes still love update yet havent lost interest still love,5,contento
fun time addictive love,5,contento
using 5 lives given extra life couple times day youve recently took away disappointing,3,negativo
wonderful love game since little kid,5,contento
love game keeps alert,5,contento
fun obviously free loads app advertising aside great,4,contento
excellent game enjoying far,5,contento
fun fun fun love candy crush best friend lol,5,contento
like play game family grandma cos fun,5,contento
much fun love game,5,contento
candy crush pretty good game kind reminds little bit like bejeweled candy,5,contento
daily rush makes day felt,5,neutral
bahut acchi game hai,5,neutral
brilliant game mental health,5,contento
good game enjoyed much,5,contento
