rating,processed_text,sentiment
1,second time use fryer stop work middle cook cook one batch fry remove notice power light go troubleshoot stuff still no power allow cool still no power follow instruction booklet carefully two time use fryer die midst 's second use since n't seem reasonable explanationit 's return,insatisfecho
1,beware purchase ocean reef electronics purchase dvd player november 2011 christmas present mother open gift find battery dvd player would not charge contact ocean reef electronics tell 30 day return policy could not help tell go directly manufacturer see would anythingi feel responsibility seller ocean reef electronics either refund replace product contact manufacturer not buyer,positivo
5,kitty recieved not ty kitty however pretty well construct n't care,positivo
2,boaght item two month ago band material not good two weeks later buy color start loose brightness not resommend item,negativo
5,value money would busines company compatable toner cartridge samsung 2010,positivo
5,peerless pa740 articulate wall mount 22inch 40inch flat panel display gloss blackthis product easy install 32 lcd need mount sidewall product need,positivo
1,worst cookbook even purchase vegetarian lot cookbooksmost recipes ingrediants like vegetarian prawn vegetarian scallop etc live various part us europe never even see ingrediants author list no respources obtain ingediants basically recipes totally uselessbuy different vegan cookbook,insatisfecho
5,buy four weeks sit exam study every least 4 hours weekday least 8 hours weekend pass pehighly recommend,positivo
2,disappoint book summary mislead say five young teensfind pit disney villains villains 's plural base think book would kid meet lot disney character least face disney villains no disney character meet entire book maleficent 's stuff rid interest disappoint aside maleficent no disney character oh chapter 1 kid see goofy chip dale walk 's n't speak see no character rest book,enojado
3,great review movie 's purchase view movie disappoint opinion 'd rent purchase,positivo
5,thoroughly enjoy judge frye 's book fictional general page whose character base general william pendleton gen pendleton rector saint ' episcopal church frederick md leave parish argument members vestry construction new church build become one gen lee 's staff officer head artillery army northern virginia nevertheless judge frye 's sensitive portrayal conflict man husband father officer touch deeply,negativo
1,possibly biggest piece crap 've ever buy put together attach wall try wind cord mechanism weak could n't wind inch cordthe crank spin no cord take get 4 star beyond sue worthless wonder winder waste time postage drop one amazon,enojado
5,another good book spanish bite saga must read read series get,positivo
3,watch face little smaller gshock watch use alarm lot much softer casio watch past basic watch multiple time zone 4 alarm count timer stopwatch watchband fit smaller wrists,negativo
